Season,Contestant,Survival Score,Survival Average,Challenge Wins,Challenge Appearances,Challenge Win %,Sit Outs,Votes For Bootee,Votes Against (Total),Total Votes Cast,Tribal Council Appearances,Tribal Counicl %,Tribal Council Ratio (Weighted),Jury Votes For,Total Numbers Of Jurors,Jury Votes %,Idols Found,Idols Held,Idols Played,Votes Voided,Immunity Challenge Wins,Immunity Challenge Appearances,Advantages Found,Advantages Played,Notes
18,Joe Dowdle,0.82,1.92,0.8,2.78,0.29,0,3,1,26,4,0.54,1.12,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
18,Jerry Sims,0.53,1.53,0.13,0.55,0.23,0,1,6,15,2,0.3,1.4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
18,Candace Smith,-0.41,0.13,0.13,0.27,0.47,0,0,7,8,1,-0.88,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
18,Carolina Eastwood,-0.88,0.0,0.0,0.13,0.0,0,0,7,8,1,-0.88,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
19,Natalie White,1.81,8.14,0.37,11.18,0.03,1,14,5,108,14,1.0,3.11,7,9,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
19,Russell Hantz,1.38,7.83,1.83,11.3,0.16,1,14,2,108,14,1.0,4.67,2,9,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
19,Brett Clouser,0.96,6.38,3.98,11.01,0.36,2,6,3,82,10,0.6,2.4,0,0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,0.0,0.0,
19,Jaison Robinson,1.18,4.97,2.63,10.14,0.26,0,12,7,104,13,0.92,2.35,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
19,Laura Morett,1.1,4.5,2.94,4.68,0.63,3,2,5,43,4,0.47,1.56,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
19,Mick Trimming,1.03,4.42,1.17,11.18,0.1,0,13,4,108,14,0.93,3.25,0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
19,Kelly Sharbaugh,0.9,3.28,0.94,3.48,0.27,2,2,4,33,3,0.63,2.33,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
19,John Fincher,0.71,2.96,1.94,5.8,0.34,2,2,7,52,5,0.37,1.02,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
19,Liz Kim,0.98,2.78,0.29,1.4,0.21,0,4,5,36,5,0.77,2.49,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
19,Dave Ball,0.67,2.48,1.31,6.84,0.19,3,3,8,60,6,0.48,1.17,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
19,Monica Padilla,0.69,2.45,1.0,7.68,0.13,2,4,7,67,7,0.56,1.45,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
19,Shambo Waters,0.5,2.33,1.28,9.3,0.14,4,3,6,73,8,0.36,1.05,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
19,Russell Swan,1.1,1.95,0.88,1.04,0.84,1,1,0,10,1,0.26,1.08,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
19,Erik Cardona,0.67,1.94,0.94,2.4,0.39,1,1,10,22,2,0.27,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
19,Ashley Trainer,0.87,1.78,0.17,0.88,0.19,0,3,9,31,4,0.68,1.62,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
19,Ben Browning,0.57,1.7,0.0,0.38,0.0,0,2,7,25,3,0.57,1.7,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
19,Mike Borassi,0.26,1.08,0.0,0.21,0.0,0,1,0,10,1,0.26,1.08,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
19,Yasmin Giles,-0.48,0.21,0.21,0.67,0.32,1,0,8,10,1,-0.8,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
19,Marisa Calihan,-0.14,0.13,0.13,0.23,0.56,0,0,7,10,1,-0.7,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
19,Betsy Bolan,-0.19,0.0,0.0,0.21,0.0,0,0,7,18,2,-0.19,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
20,Sandra Diaz-Twine,1.48,8.89,0.69,11.56,0.06,6,9,1,89,12,0.75,4.2,6,9,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
20,Parvati Shallow,1.48,8.63,3.71,11.56,0.32,3,10,4,89,12,0.83,2.92,3,9,0.33,0.0,0.0,0.0,0.0,3.0,8.0,0.0,0.0,
20,Jerri Manthey,1.01,5.63,3.0,11.56,0.26,2,9,4,89,12,0.75,2.63,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
20,Russell Hantz,1.14,5.53,2.68,11.56,0.23,2,11,5,89,12,0.91,2.85,0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
20,Danielle Dilorenzo,1.06,4.92,2.19,7.56,0.29,3,7,4,74,9,0.77,2.72,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
20,Candice Woodcock,0.93,4.17,2.23,7.06,0.32,0,5,5,67,8,0.62,1.94,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
20,Jt Thomas,1.11,3.82,1.23,4.23,0.29,0,5,5,50,6,0.82,2.59,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
20,Rob Mariano,1.06,3.34,2.3,2.93,0.79,0,1,5,27,3,0.27,1.04,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
20,Cirie Fields,0.94,2.89,0.23,0.72,0.31,1,2,3,27,3,0.63,2.67,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
20,Colby Donaldson,0.59,2.72,1.56,10.56,0.15,1,5,7,85,11,0.45,1.16,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
20,Amanda Kimmel,0.83,2.7,1.56,5.56,0.28,0,4,10,59,7,0.55,1.14,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
20,Tyson Apostol,0.75,2.66,0.66,2.03,0.33,1,1,3,19,2,0.42,2.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
20,Rupert Boneham,0.72,2.43,1.23,9.56,0.13,1,6,10,80,10,0.59,1.2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
20,Tom Westman,0.68,1.78,0.23,1.03,0.22,0,2,5,34,4,0.46,1.56,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
20,James Clement,0.68,1.75,0.23,2.03,0.11,0,3,7,40,5,0.57,1.53,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
20,Coach Wade,0.5,1.68,0.8,2.83,0.28,0,1,4,34,4,0.22,0.88,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
20,Stephenie Lagrossa,0.65,1.5,0.1,0.33,0.31,0,1,6,19,2,0.34,1.4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
20,Courtney Yates,0.53,1.43,0.57,3.23,0.18,6,2,9,40,5,0.36,0.86,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
20,Randy Bailey,-0.68,0.1,0.1,0.45,0.22,1,0,9,10,1,-0.9,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
20,Sugar Kiper,-0.4,0.1,0.1,0.2,0.5,0,0,9,10,1,-0.9,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
21,Chase Rice,1.72,11.53,3.26,11.7,0.28,0,10,1,80,10,1.0,5.6,4,9,0.44,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,
21,Fabio Birza,1.57,11.01,4.88,11.7,0.42,0,6,2,80,10,0.6,2.8,5,9,0.56,0.0,0.0,0.0,0.0,4.0,8.0,0.0,0.0,
21,Sash Lenahan,1.04,6.72,1.68,11.7,0.14,0,9,1,80,10,0.9,5.04,0,9,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,
21,Holly Hoffman,0.98,4.75,1.83,12.21,0.15,0,10,4,97,12,0.83,2.92,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
21,Jill Behm,1.27,4.15,1.75,2.56,0.68,0,3,3,42,5,0.59,2.4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
21,Benry Henry,0.87,3.48,1.26,7.7,0.16,0,5,5,65,7,0.7,2.22,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
21,Jane Bright,0.74,3.38,2.45,9.71,0.25,0,5,11,88,10,0.49,0.93,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
21,Brenda Lowe,1.07,2.85,1.48,5.45,0.27,0,5,13,58,6,0.8,1.37,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
21,Naonka Mixon,1.05,2.76,1.26,5.7,0.22,0,6,3,58,6,0.83,1.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
21,Tyrone Davis,1.05,2.35,0.25,0.73,0.34,0,3,6,35,4,0.71,2.1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
21,Kelly Bruno,0.61,2.34,0.34,1.72,0.2,0,1,3,18,2,0.42,2.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
21,Dan Lembo,0.78,2.22,0.66,10.71,0.06,0,8,9,97,11,0.72,1.57,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
21,Kelly Shinn,0.79,2.2,0.54,5.7,0.09,0,5,0,58,6,0.7,1.67,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
21,Jimmy Tarantino,0.87,2.2,0.13,0.48,0.26,0,2,5,27,3,0.6,2.07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
21,Alina Wilson,0.7,1.81,0.81,3.05,0.27,0,2,10,37,4,0.43,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
21,Yve Rojas,0.71,1.78,0.25,1.73,0.14,0,3,7,42,5,0.57,1.53,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
21,Marty Piombo,0.65,1.34,0.45,4.26,0.11,0,4,14,65,7,0.54,0.89,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
21,Jimmy Johnson,0.66,1.29,0.13,0.34,0.37,0,1,8,19,2,0.29,1.17,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
21,Shannon Elkins,-0.23,0.1,0.1,0.21,0.47,0,0,7,10,1,-0.7,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
21,Wendy-Jo Kohlhoff,-0.9,0.0,0.0,0.1,0.0,0,0,9,10,1,-0.9,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
22,Rob Mariano,2.23,12.56,4.64,11.02,0.42,0,12,6,99,13,0.92,2.58,8,9,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
22,Natalie Tenerelli,1.07,6.81,1.64,11.02,0.15,0,12,1,99,13,0.92,5.17,0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
22,Ashley Underwood,1.08,6.03,2.64,11.02,0.24,0,11,3,99,13,0.84,3.38,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
22,Matt Elrod,0.82,4.92,3.5,5.74,0.61,0,1,10,27,3,0.21,0.67,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
22,Grant Mattos,1.09,4.28,2.64,9.52,0.28,0,9,10,90,11,0.81,1.64,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
22,Mike Chiesl,0.99,4.0,1.88,5.52,0.34,0,4,6,53,6,0.65,1.87,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
22,Andrea Boehlke,0.84,3.64,2.14,10.02,0.21,0,7,9,90,11,0.63,1.37,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
22,Phillip Sheppard,1.08,2.54,0.64,11.02,0.06,0,12,17,99,13,0.91,1.23,1,9,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
22,Sarita White,0.7,1.78,0.38,1.52,0.25,1,2,6,30,4,0.45,1.4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
22,Julie Wolfe,0.43,1.43,0.38,5.52,0.07,1,3,6,72,8,0.36,1.05,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
22,Steve Wright,0.44,1.24,0.38,7.52,0.05,1,4,9,87,10,0.39,0.86,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
22,Ralph Kiser,0.37,1.22,0.38,7.02,0.05,1,3,9,80,9,0.32,0.72,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
22,David Murphy,0.32,0.92,0.25,4.52,0.06,2,2,8,63,7,0.27,0.67,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
22,Stephanie Valencia,0.17,0.38,0.38,1.36,0.28,0,0,8,24,3,-0.11,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
22,Krista Klumpp,0.02,0.24,0.24,1.19,0.2,1,0,6,17,2,-0.18,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
22,Russell Hantz,-0.06,0.24,0.24,0.88,0.27,0,0,3,9,1,-0.33,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
22,Kristina Kell,0.03,0.14,0.14,1.02,0.14,0,0,7,22,3,-0.11,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
22,Francesca Hogi,-0.44,0.0,0.0,0.61,0.0,0,0,4,9,1,-0.44,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
23,Coach Wade,1.47,10.55,1.55,11.48,0.13,0,13,0,101,13,1.0,7.0,3,9,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
23,Sophie Clarke,1.83,10.18,3.55,10.98,0.32,0,11,5,101,13,0.84,2.63,6,9,0.67,0.0,0.0,0.0,0.0,3.0,10.0,0.0,0.0,
23,Albert Destrade,0.99,6.28,1.55,10.98,0.14,0,11,1,101,13,0.85,4.74,0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
23,Ozzy Lusth,0.92,6.27,5.93,8.48,0.7,0,2,17,62,8,0.22,0.33,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
23,Brandon Hantz,1.07,4.73,1.55,9.48,0.16,0,10,4,92,11,0.91,3.18,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
23,Elyse Umemoto,0.86,2.93,0.27,1.15,0.23,0,2,3,24,3,0.63,2.67,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
23,Whitney Duncan,0.69,2.82,1.68,6.48,0.26,0,4,7,80,9,0.43,1.13,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
23,Dawn Meehan,0.83,2.78,1.43,6.48,0.22,0,5,9,72,8,0.61,1.35,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
23,Mikayla Wingle,0.9,2.71,0.38,1.31,0.29,0,2,4,24,3,0.61,2.33,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
23,Christine Shields-Markoski,0.36,2.61,2.61,3.24,0.81,0,0,4,9,1,-0.44,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
23,Jim Rice,0.73,2.43,1.43,4.48,0.32,0,3,8,63,7,0.41,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
23,Keith Tollefson,0.85,2.36,0.68,2.48,0.28,0,3,6,42,5,0.57,1.68,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
23,Rick Nelson,0.88,2.1,0.55,9.98,0.05,1,10,11,97,12,0.82,1.56,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
23,John Cochran,0.94,1.92,0.43,7.48,0.06,0,9,13,87,10,0.89,1.48,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
23,Edna Ma,0.75,1.58,0.55,8.48,0.06,2,7,15,87,10,0.68,1.03,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
23,Papa Bear Caruso,0.47,1.53,0.13,0.86,0.15,0,1,6,17,2,0.32,1.4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
23,Stacey Powell,-0.06,0.24,0.24,1.0,0.24,0,0,10,17,2,-0.29,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
23,Semhar Tadesse,-0.89,0.0,0.0,0.61,0.0,0,0,8,9,1,-0.89,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
24,Kim Spradlin,2.11,14.35,6.08,13.81,0.44,0,9,3,80,10,0.9,3.6,7,9,0.78,0.0,0.0,0.0,0.0,4.0,9.0,0.0,0.0,
24,Sabrina Thompson,1.2,6.61,1.08,13.81,0.08,1,9,2,80,10,0.9,4.2,2,9,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
24,Chelsea Meissner,1.12,6.2,3.05,13.81,0.22,0,9,4,80,10,0.9,3.15,0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
24,Troyzan Roberton,0.99,5.32,3.32,7.81,0.43,0,4,4,67,7,0.56,2.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
24,Jay Byars,1.26,4.81,2.32,4.81,0.48,1,4,5,50,5,0.78,2.49,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
24,Alicia Rosa,0.83,3.97,1.8,12.81,0.14,0,7,5,83,10,0.69,2.18,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
24,Kat Edorsson,0.91,3.9,2.08,9.81,0.21,0,5,7,65,7,0.7,1.82,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
24,Leif Manson,0.68,2.48,0.7,5.81,0.12,1,4,5,66,7,0.56,1.78,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
24,Colton Cumbie,1.1,2.41,0.5,1.24,0.41,1,3,1,24,3,0.69,1.91,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
24,Michael Jefferson,0.74,2.11,1.03,3.48,0.3,1,2,9,40,4,0.44,1.08,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
24,Jonas Otsuji,0.83,1.86,0.36,2.41,0.15,1,3,10,36,4,0.68,1.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
24,Tarzan Smith,0.74,1.8,0.58,11.68,0.05,3,7,12,87,10,0.69,1.23,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
24,Christina Cha,0.5,1.77,0.8,13.81,0.06,0,5,9,87,11,0.45,0.98,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
24,Bill Posley,0.9,1.67,0.5,0.79,0.64,1,1,8,17,2,0.26,1.17,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
24,Monica Culpepper,0.23,0.43,0.43,1.08,0.4,0,0,5,15,2,-0.17,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
24,Matt Quinlan,-0.22,0.36,0.36,0.65,0.56,0,0,7,9,1,-0.78,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
24,Kourtney Moon,-1.0,0.0,0.0,0.11,0.0,0,0,0,0,0,-1.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
24,Nina Acosta,-0.75,0.0,0.0,0.36,0.0,0,0,6,8,1,-0.75,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
25,Mike Skupin,1.18,10.05,4.05,13.36,0.3,1,6,0,60,8,0.75,5.25,1,8,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
25,Denise Stapley,1.65,8.35,1.65,13.36,0.12,0,11,6,89,14,0.78,2.2,6,8,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
25,Malcolm Freberg,1.13,7.31,5.21,13.36,0.39,0,9,6,78,12,0.74,2.1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
25,Lisa Whelchel,0.82,6.12,0.99,13.36,0.07,2,5,0,60,8,0.63,4.38,1,8,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
25,Carter Williams,0.98,5.33,3.38,9.36,0.36,0,5,5,62,8,0.61,1.94,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
25,Jonathan Penner,0.87,3.56,2.33,7.36,0.32,0,4,9,56,7,0.55,1.23,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
25,Artis Silvester,0.86,3.33,1.25,5.11,0.24,1,2,5,30,3,0.61,2.07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
25,Jeff Kent,0.94,3.22,0.88,3.86,0.23,0,3,5,32,4,0.71,2.33,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
25,Russell Swan,0.69,2.63,0.0,0.95,0.0,0,3,4,18,4,0.69,2.63,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
25,Pete Yurkowski,0.68,2.58,1.5,6.36,0.24,0,2,9,38,4,0.44,1.08,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
25,Angie Layton,0.58,2.33,0.0,0.62,0.0,0,2,4,15,3,0.58,2.33,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
25,Abi-Maria Gomes,0.4,2.28,1.48,11.36,0.13,6,2,6,56,7,0.27,0.8,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
25,Katie Hanson,0.48,2.02,0.27,1.66,0.16,2,1,4,11,2,0.32,1.75,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
25,Roxy Morris,0.32,1.75,0.0,0.37,0.0,0,1,4,11,2,0.32,1.75,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
25,Rc Saint-Amour,-0.02,0.92,0.92,2.66,0.35,2,0,4,11,1,-0.36,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
25,Dana Lambert,-0.53,0.52,0.52,1.09,0.47,1,0,0,0,0,-1.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
25,Sarah Dawson,-0.7,0.17,0.17,1.26,0.13,3,0,5,6,1,-0.83,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
25,Zane Knight,-0.83,0.0,0.0,0.17,0.0,0,0,5,6,1,-0.83,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
26,John Cochran,2.09,15.7,5.03,11.9,0.42,1,8,0,99,12,0.67,4.67,8,8,1.0,0.0,0.0,0.0,0.0,3.0,8.0,0.0,0.0,
26,Dawn Meehan,0.89,5.15,1.65,11.9,0.14,2,9,2,99,12,0.75,3.5,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
26,Brenda Lowe,0.86,4.79,3.07,9.9,0.31,1,5,5,82,9,0.55,1.73,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
26,Erik Reichenbach,0.84,3.99,2.47,9.9,0.25,1,6,2,82,9,0.59,1.53,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
26,Andrea Boehlke,0.99,3.3,2.07,7.9,0.26,1,6,13,76,8,0.73,1.24,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
26,Malcolm Freberg,0.7,3.23,1.23,5.9,0.21,0,3,3,61,6,0.49,2.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
26,Phillip Sheppard,0.9,3.18,0.96,4.9,0.2,1,5,5,65,7,0.7,2.22,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
26,Sherri Biethman,0.86,2.87,0.58,11.9,0.05,2,9,6,93,11,0.81,2.29,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
26,Reynold Toepfer,0.55,2.73,2.14,6.9,0.31,0,2,8,76,8,0.24,0.58,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
26,Corinne Kaplan,1.01,2.65,0.61,2.5,0.25,1,4,7,44,5,0.77,2.04,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
26,Julia Landauer,0.75,2.13,0.27,1.5,0.18,0,3,5,39,5,0.57,1.87,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
26,Matt Bischoff,0.7,2.02,0.27,1.17,0.23,0,2,4,33,4,0.47,1.75,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
26,Laura Alexander,0.73,1.97,0.1,0.69,0.14,1,2,6,26,3,0.59,1.87,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
26,Michael Snow,0.53,1.32,0.47,3.7,0.13,0,3,10,62,7,0.41,0.86,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
26,Eddie Fox,0.25,1.26,0.94,11.9,0.08,0,2,12,93,11,0.17,0.32,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
26,Brandon Hantz,0.53,0.76,0.76,1.02,0.74,0,0,8,19,2,-0.21,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
26,Shamar Thomas,0.33,0.59,0.1,0.55,0.18,0,1,7,19,2,0.15,0.49,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
