Season,Contestant,Survival Score,Survival Average,Challenge Wins,Challenge Appearances,Challenge Win %,Sit Outs,Votes For Bootee,Votes Against (Total),Total Votes Cast,Tribal Council Appearances,Tribal Counicl %,Tribal Council Ratio (Weighted),Jury Votes For,Total Numbers Of Jurors,Jury Votes %,Idols Found,Idols Held,Idols Played,Votes Voided,Immunity Challenge Wins,Immunity Challenge Appearances,Advantages Found,Advantages Played,Notes
10,Caryn Groedel,0.87,3.33,1.3,11.6,0.11,6,4,7,36,5,0.76,2.04,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
10,Coby Archa,0.6,2.85,1.58,5.35,0.3,4,1,7,18,2,0.31,1.27,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
10,Angie Jakusz,0.89,2.76,0.27,2.18,0.12,0,4,6,35,5,0.77,2.24,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
10,James Miller,0.84,2.59,0.52,2.68,0.19,0,4,5,39,6,0.65,2.07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
10,Jeff Wilson,0.76,2.34,0.27,1.65,0.16,0,2,5,24,3,0.6,2.07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
10,Stephenie Lagrossa,0.72,2.07,0.52,7.6,0.07,0,6,8,58,9,0.65,1.56,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
10,Ibrehem Rahman,0.57,2.02,0.52,3.35,0.15,0,3,4,42,7,0.41,1.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
10,Kim Mullen,0.82,2.02,0.27,1.98,0.14,0,3,8,30,4,0.68,1.75,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
10,Janu Tornell,0.41,1.95,1.24,6.6,0.19,7,1,1,18,2,0.22,0.72,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
10,Ashlee Ashby,0.42,1.53,0.13,1.36,0.09,0,1,6,17,2,0.32,1.4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
10,Jolanda Jones,0.23,1.0,1.0,1.11,0.9,0,0,6,9,1,-0.67,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
10,Willard Smith,-0.64,0.55,0.55,2.18,0.25,4,0,8,9,1,-0.89,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
10,Wanda Shirk,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
10,Jonathan Libby,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
11,Danni Boatwright,1.95,13.16,3.35,12.97,0.26,0,10,1,77,12,0.83,4.67,6,7,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
11,Rafe Judkins,1.33,9.29,4.62,13.97,0.33,1,11,2,81,11,1.0,4.67,0,0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,0.0,0.0,
11,Stephenie Lagrossa,1.27,7.39,1.87,13.97,0.13,1,11,2,81,11,1.0,4.67,1,7,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
11,Cindy Hall,0.92,4.99,3.12,11.97,0.26,0,6,6,69,9,0.66,1.87,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
11,Judd Sergeant,0.98,4.7,2.37,9.97,0.24,1,6,5,64,8,0.74,2.33,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
11,Gary Hogeboom,0.89,3.4,1.85,7.97,0.23,0,6,8,69,9,0.65,1.56,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
11,Amy Ohara,1.12,3.4,0.6,1.72,0.35,1,4,4,35,5,0.78,2.8,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
11,Jamie Newton,1.07,3.33,1.62,6.97,0.23,1,6,10,59,7,0.83,1.71,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
11,Brandon Bellinger,0.97,2.78,1.1,2.72,0.4,0,3,6,37,5,0.57,1.68,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
11,Bobby Jon Drinkard,0.87,2.65,1.1,4.72,0.23,0,4,8,46,6,0.64,1.56,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
11,Blake Towsley,1.12,2.45,0.9,1.15,0.78,0,1,5,16,2,0.34,1.56,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
11,Brian Corridan,0.99,2.31,0.4,1.32,0.3,0,3,7,30,4,0.69,1.91,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
11,Brooke Struck,1.06,2.17,0.61,0.87,0.71,0,1,5,17,2,0.35,1.56,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
11,Lydia Morales,0.92,2.07,0.25,12.97,0.02,4,10,10,81,11,0.9,1.82,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
11,Margaret Bobonich,0.63,1.77,0.92,2.32,0.4,0,1,7,24,3,0.24,0.85,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
11,Brianna Varely,0.45,1.38,0.11,0.72,0.15,1,1,7,17,2,0.29,1.27,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
11,Morgan Mcdevitt,-0.65,0.11,0.11,0.47,0.24,0,0,8,9,1,-0.89,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
11,Jim Lynch,-0.39,0.11,0.11,0.22,0.5,0,0,8,9,1,-0.89,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,Terry Deitz,1.09,12.33,9.34,14.67,0.64,0,4,1,59,9,0.44,2.49,0,0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,0.0,0.0,
12,Aras Baskauskas,1.68,9.17,3.27,14.67,0.22,0,6,9,56,8,0.73,1.62,5,7,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,Danielle Dilorenzo,1.43,7.47,2.26,14.67,0.15,2,9,4,57,9,0.99,3.5,2,7,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,Cirie Fields,0.91,4.82,1.71,12.67,0.13,3,7,3,60,9,0.77,3.11,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,Courtney Marit,0.97,4.23,1.31,8.67,0.15,3,5,4,47,6,0.82,2.92,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,Bruce Kanegai,0.77,2.88,1.58,7.34,0.22,2,3,2,34,4,0.56,1.29,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,Nick Stanbury,0.88,2.79,0.69,3.75,0.18,0,3,6,27,4,0.69,2.1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,Austin Carty,0.8,2.72,1.19,5.09,0.23,0,3,7,36,5,0.56,1.53,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,Bob Dawg Mason,0.62,2.57,0.57,2.55,0.22,1,1,3,14,2,0.39,2.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,Ruth-Marie Milliman,0.86,2.55,0.68,2.15,0.31,0,2,6,17,3,0.55,1.87,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,Shane Powers,0.64,2.23,1.0,10.67,0.09,1,4,9,52,7,0.55,1.23,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,Dan Barry,0.55,2.09,0.75,2.75,0.27,0,1,3,17,3,0.27,1.33,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,Sally Schumann,0.39,1.93,1.46,6.34,0.23,0,1,8,40,5,0.16,0.47,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,Melinda Hyder,0.27,1.56,0.0,1.54,0.0,0,1,5,11,2,0.27,1.56,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,Misty Giles,-0.34,0.68,0.68,1.82,0.37,0,0,5,7,1,-0.71,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,Tina Scheer,-0.75,0.0,0.0,1.25,0.0,0,0,3,4,1,-0.75,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13,Ozzy Lusth,1.98,14.96,7.82,10.57,0.74,0,8,1,67,10,0.8,4.48,4,9,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13,Yul Kwon,1.78,8.86,2.67,10.57,0.23,0,9,5,62,9,0.99,3.11,5,9,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13,Becky Lee,1.2,5.28,2.17,10.57,0.21,0,9,5,62,9,0.99,3.11,0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13,Parvati Shallow,0.94,4.65,2.2,8.57,0.26,2,7,4,74,10,0.69,2.45,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13,Sundra Oakley,0.95,3.82,1.58,10.57,0.15,1,8,6,67,10,0.79,2.24,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13,Adam Gentry,0.78,3.43,1.45,9.57,0.15,3,7,5,79,11,0.63,1.98,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13,Candice Woodcock,0.92,3.02,1.02,4.57,0.22,2,5,6,53,7,0.7,2.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13,Jenny Guzon-Bae,1.05,2.94,0.6,2.57,0.23,3,5,6,44,6,0.81,2.33,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13,Rebecca Borman,0.99,2.8,0.47,2.57,0.18,2,5,6,43,6,0.81,2.33,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13,Cristina Coria,0.98,2.67,0.34,1.2,0.28,1,3,5,28,4,0.71,2.33,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13,Jonathan Penner,1.02,2.33,1.02,6.57,0.15,2,8,15,68,9,0.86,1.31,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13,Cao-Boi Bui,1.0,2.23,0.83,1.2,0.69,1,1,6,16,2,0.31,1.4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13,Brad Virata,0.86,2.13,0.85,2.07,0.41,1,2,7,31,4,0.44,1.27,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13,Nate Gonzalez,0.55,1.8,0.47,3.57,0.13,3,3,5,52,7,0.41,1.33,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13,Jessica Smith,0.77,1.75,0.82,1.57,0.52,1,1,6,23,3,0.25,0.93,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13,Stephannie Favor,0.81,1.73,0.3,1.06,0.28,1,2,9,22,3,0.53,1.44,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13,Cecilia Mansilla,0.45,1.5,0.1,0.56,0.18,0,1,6,13,2,0.27,1.4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13,Jp Calderon,0.51,1.48,0.21,0.81,0.26,1,1,7,14,2,0.25,1.27,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13,Billy Garcia,-0.58,0.1,0.1,0.45,0.22,0,0,4,5,1,-0.8,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13,Sekou Bunch,-0.6,0.0,0.0,0.2,0.0,0,0,3,5,1,-0.6,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
14,Earl Cole,2.0,12.16,1.18,10.73,0.11,0,8,1,63,9,0.89,4.98,9,9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
14,Boo Bernis,1.14,7.37,5.3,10.71,0.49,0,4,5,43,6,0.65,2.07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
14,Yau-Man Chan,1.17,6.93,4.44,11.73,0.38,1,8,5,71,10,0.79,2.49,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
14,Dreamz Herd,1.08,6.64,2.82,10.71,0.26,0,9,2,69,11,0.82,3.82,0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
14,Stacy Kimball,1.0,5.68,3.36,9.73,0.35,0,4,4,39,6,0.65,2.33,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
14,Cassandra Franklin,0.94,4.84,2.63,10.73,0.25,2,5,5,43,7,0.7,2.22,0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
14,Edgardo Rivera,1.11,3.9,1.41,4.14,0.34,0,4,5,30,5,0.77,2.49,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
14,Michelle Yi,0.93,3.13,0.73,2.14,0.34,0,3,3,37,5,0.58,2.4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
14,Alex Angarita,0.93,3.08,1.46,7.39,0.2,0,6,9,50,8,0.73,1.62,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,
14,Lisi Linares,1.07,2.64,0.94,1.78,0.53,2,2,7,19,3,0.54,1.7,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
14,Rocky Reid,0.59,1.72,0.17,1.54,0.11,0,3,5,44,6,0.48,1.56,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
14,Mookie Lee,0.52,1.57,0.17,5.39,0.03,0,5,6,71,10,0.49,1.4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
14,Rita Verreos,0.45,1.4,0.0,1.04,0.0,0,2,6,32,4,0.45,1.4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
14,Sylvia Kwan,0.31,1.4,0.0,0.47,0.0,0,1,6,16,2,0.31,1.4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
14,Anthony Robinson,0.55,1.2,0.0,1.21,0.0,0,3,10,38,5,0.55,1.2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
14,Liliana Gomez,0.25,0.74,0.74,0.74,1.0,0,0,6,8,1,-0.75,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
14,Gary Stritesky,-0.38,0.46,0.46,0.74,0.62,1,0,0,0,0,-1.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
14,Erica Durousseau,-0.18,0.0,0.0,0.22,0.0,0,0,6,17,2,-0.18,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
14,Jessica Deben,-0.67,0.0,0.0,0.11,0.0,0,0,6,9,1,-0.67,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
15,Amanda Kimmel,1.46,12.13,4.27,13.3,0.32,2,9,0,64,9,1.0,7.0,1,7,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
15,Courtney Yates,1.19,8.84,1.68,13.3,0.13,6,7,0,64,9,0.78,5.44,2,7,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
15,Todd Herzog,1.66,7.86,1.33,13.3,0.1,4,9,5,64,9,0.99,3.11,4,7,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
15,Denise Martin,1.0,6.08,2.97,13.3,0.22,4,7,3,64,9,0.77,3.11,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
15,Peih-Gee Law,0.81,4.75,3.58,11.3,0.32,0,5,8,71,10,0.49,1.17,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
15,Frosti Zernow,1.22,4.22,2.03,5.3,0.38,0,6,7,55,7,0.84,2.18,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
15,Erik Huffman,0.86,3.91,1.83,9.3,0.2,0,6,5,66,9,0.66,2.07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
15,Sherea Lloyd,1.13,2.88,0.78,1.8,0.43,1,3,6,28,4,0.7,2.1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
15,Aaron Reisberger,0.97,2.77,0.77,1.3,0.59,0,1,3,13,2,0.38,2.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
15,James Clement,0.81,2.7,1.27,7.3,0.17,1,4,9,47,6,0.63,1.44,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
15,Jaime Dugan,0.97,2.62,0.58,2.8,0.21,1,4,7,36,5,0.76,2.04,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
15,Jean-Robert Bellande,0.98,2.61,1.3,4.05,0.32,2,3,12,34,4,0.66,1.31,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
15,Dave Cruser,0.54,1.27,0.33,1.1,0.3,0,1,6,21,3,0.24,0.93,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
15,Leslie Nease,-0.4,0.27,0.27,0.77,0.35,2,0,6,8,1,-0.75,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
15,Ashley Massaro,-0.27,0.0,0.0,0.43,0.0,0,0,8,15,2,-0.27,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
15,Chicken Morris,-0.63,0.0,0.0,0.13,0.0,0,0,5,8,1,-0.63,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
16,Amanda Kimmel,1.54,11.6,2.89,12.05,0.24,0,12,0,88,13,0.92,6.46,3,8,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
16,Parvati Shallow,1.8,9.42,2.17,12.05,0.18,1,8,4,61,8,0.99,3.5,5,8,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
16,Erik Reichenbach,1.09,6.25,4.63,10.05,0.46,0,7,7,83,11,0.63,1.62,0,0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,0.0,0.0,
16,Cirie Fields,0.97,4.31,0.64,11.8,0.05,0,11,3,88,12,0.91,3.67,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
16,Alexis Jones,0.74,4.25,1.91,7.8,0.25,0,3,2,52,6,0.49,2.33,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
16,Natalie Bolton,0.71,3.52,1.02,11.05,0.09,2,5,3,61,8,0.62,2.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
16,Kathy Sleckman,1.26,3.44,1.75,2.55,0.68,1,2,0,19,2,0.58,1.7,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
16,Eliza Orlins,0.95,2.98,1.42,3.8,0.37,0,2,8,29,3,0.57,1.56,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
16,Ami Cusack,0.88,2.97,0.64,2.8,0.23,0,4,4,45,6,0.65,2.33,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
16,Jason Siska,0.56,2.88,2.41,6.05,0.4,0,1,8,46,5,0.17,0.47,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
16,Ozzy Lusth,1.04,2.77,0.89,4.8,0.19,0,7,9,64,8,0.86,1.88,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
16,Yau-Man Chan,1.19,2.62,1.22,1.43,0.85,0,1,6,19,2,0.34,1.4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
16,James Clement,0.68,2.52,1.52,7.05,0.22,0,3,3,46,5,0.47,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
16,Tracy Hughes-Wolf,0.71,1.91,0.38,2.55,0.15,1,3,7,40,5,0.57,1.53,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
16,Jonathan Penner,0.65,1.64,0.87,2.08,0.42,0,1,0,19,2,0.23,0.78,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
16,Chet Welch,0.76,1.52,0.21,2.22,0.1,1,3,12,34,4,0.66,1.31,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
16,Joel Anderson,0.37,1.14,0.21,1.93,0.11,0,1,6,27,3,0.26,0.93,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
16,Mikey Bortone,-0.03,0.21,0.21,1.68,0.13,0,0,6,19,2,-0.16,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
16,Mary Sartain,-0.52,0.1,0.1,1.21,0.08,0,0,6,10,1,-0.6,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
16,Jonny Fairplay,-0.9,0.0,0.0,1.1,0.0,0,0,9,10,1,-0.9,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
17,Bob Crowley,1.71,12.66,6.64,11.4,0.58,0,5,2,60,9,0.55,2.59,4,7,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
17,Sugar Kiper,1.1,8.13,1.13,11.26,0.1,1,10,0,66,10,1.0,7.0,0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
17,Susie Smith,1.59,7.97,3.1,11.4,0.27,1,9,7,68,10,0.89,2.29,3,7,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
17,Marcus Lehman,1.1,3.64,2.31,2.82,0.82,0,1,3,21,3,0.29,1.33,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
17,Charlie Herschel,0.98,3.63,1.56,4.07,0.29,1,2,5,25,3,0.6,2.07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
17,Dan Kay,1.1,3.6,1.27,2.62,0.49,0,2,4,24,3,0.61,2.33,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
17,Matty Whitmore,0.89,3.35,0.76,11.4,0.07,0,10,5,81,12,0.83,2.59,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
17,Ken Hoang,0.85,3.05,1.14,10.4,0.11,1,9,7,82,12,0.74,1.91,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
17,Randy Bailey,0.72,2.97,1.72,5.07,0.34,0,2,5,41,5,0.38,1.24,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
17,Corinne Kaplan,0.53,2.54,1.14,7.4,0.15,5,2,4,40,5,0.38,1.4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
17,Gc Brown,0.99,2.41,0.31,1.09,0.29,0,3,6,31,4,0.7,2.1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
17,Crystal Cox,0.96,2.34,0.64,9.4,0.07,0,10,11,77,11,0.9,1.7,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
17,Ace Gordon,0.7,2.21,0.35,2.62,0.13,0,3,5,34,5,0.57,1.87,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
17,Jacquie Berg,0.78,1.9,0.35,0.8,0.43,1,1,5,16,2,0.34,1.56,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
17,Kelly Czarnecki,0.68,1.51,0.35,1.42,0.24,1,2,8,29,4,0.43,1.17,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
17,Gillian Larson,0.26,1.17,0.0,0.35,0.0,0,1,8,17,2,0.26,1.17,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
17,Paloma Soto-Castillo,-0.44,0.22,0.22,0.66,0.33,2,0,7,9,1,-0.78,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
17,Michelle Chase,-0.89,0.0,0.0,0.22,0.0,0,0,8,9,1,-0.89,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
18,Jt Thomas,2.25,17.11,5.38,12.37,0.43,1,9,0,66,11,0.82,5.73,7,7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
18,Stephen Fishbach,1.21,8.2,2.6,12.24,0.21,2,10,1,65,10,1.0,5.6,0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
18,Tyson Apostol,1.04,4.66,3.11,5.37,0.58,0,2,5,32,4,0.46,1.56,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
18,Debbie Beebe,0.92,4.11,2.24,8.37,0.27,2,4,6,45,6,0.64,1.87,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
18,Brendan Synnott,0.9,3.53,1.19,4.12,0.29,0,2,4,24,3,0.61,2.33,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
18,Coach Wade,0.73,3.46,1.86,10.37,0.18,1,4,6,50,7,0.55,1.6,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
18,Erinn Lobdell,0.81,3.24,0.91,12.37,0.07,1,6,5,55,8,0.74,2.33,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
18,Sydney Wheeler,1.05,3.22,0.6,1.78,0.33,0,3,4,26,4,0.71,2.63,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
18,Spencer Duhm,1.02,2.67,0.6,1.38,0.43,1,2,5,21,3,0.59,2.07,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
18,Taj Johnson-George,0.76,2.58,0.8,11.37,0.07,1,7,7,65,10,0.69,1.78,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
18,Sandy Burgin,0.71,1.83,0.43,1.05,0.41,0,1,6,15,2,0.3,1.4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
18,Sierra Reed,0.66,1.98,0.86,7.37,0.12,1,3,11,39,5,0.54,1.12,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
